t,q,dq,tau
5.4103,-1.19116,-0.32967,0.13919
5.4204,-1.19535,-0.40293,0.24664
5.4305,-1.19917,-0.35897,0.2906
5.4406,-1.20375,-0.47619,0.31502
5.4507,-1.20642,-0.24176,0.27106
5.4608,-1.20832,-0.24176,0.20269
5.4709,-1.21138,-0.25641,0.18803
5.481,-1.21252,-0.12454,0.15385
5.4911,-1.2129,-0.06593,0.08059
5.5011,-1.21366,-0.10989,0.05617
5.5112,-1.2171,-0.34432,0.11966
5.5213,-1.22129,-0.44689,0.25641
5.5314,-1.22473,-0.37363,0.27595
5.5415,-1.2293,-0.47619,0.31013
5.5516,-1.23198,-0.22711,0.25153
5.5625,-1.23465,-0.25641,0.10501
5.5726,-1.23503,-0.30037,0.11477
5.5826,-1.23922,-0.44689,0.1978
5.5927,-1.24075,-0.15385,0.1978
5.6028,-1.24342,-0.27106,0.17827
5.6129,-1.24838,-0.50549,0.26129
5.623,-1.25296,-0.43223,0.33944
5.6336,-1.25677,-0.35897,0.31013
5.6437,-1.25792,-0.10989,0.20269
5.6538,-1.25944,-0.18315,0.13431
5.6639,-1.26402,-0.40293,0.20757
5.674,-1.26555,-0.13919,0.20269
5.6866,-1.26593,-0.09524,0.10989
5.6967,-1.2705,-0.38828,0.1685
5.7067,-1.27432,-0.32967,0.27106
5.7168,-1.27699,-0.31502,0.24664
5.7269,-1.28119,-0.43223,0.27595
5.737,-1.28424,-0.32967,0.26618
5.747,-1.285,-0.08059,0.16361
5.7571,-1.28805,-0.35897,0.17338
5.7672,-1.29225,-0.38828,0.23687
5.7773,-1.29263,-0.06593,0.15873
5.7874,-1.29454,-0.28571,0.12943
5.7975,-1.30026,-0.54945,0.25641
5.8075,-1.30369,-0.31502,0.31502
5.8176,-1.30751,-0.41758,0.2906
5.8277,-1.31132,-0.32967,0.28083
5.8378,-1.31323,-0.25641,0.22711
5.8479,-1.31666,-0.35897,0.22222
5.858,-1.31857,-0.15385,0.19292
5.8681,-1.31971,-0.15385,0.13431
5.8781,-1.32391,-0.38828,0.18803
5.8882,-1.32734,-0.34432,0.26129
5.8984,-1.33001,-0.28571,0.24176
5.9085,-1.33497,-0.49084,0.29548
5.9186,-1.34031,-0.28571,0.23199
5.9286,-1.34108,-0.31502,0.23199
5.9387,-1.34375,-0.37363,0.20269
5.9488,-1.34566,-0.18315,0.1685
5.9589,-1.34794,-0.25641,0.16361
5.969,-1.35214,-0.43223,0.22711
5.9791,-1.35634,-0.44689,0.31013
5.9891,-1.36091,-0.43223,0.32967
5.9992,-1.3632,-0.22711,0.27106
6.0093,-1.36511,-0.22711,0.18803
6.0194,-1.36854,-0.32967,0.20757
6.0295,-1.37007,-0.12454,0.17338
6.0396,-1.37045,-0.06593,0.09524
6.0496,-1.37312,-0.30037,0.11966
6.0597,-1.37846,-0.54945,0.28083
6.0698,-1.38304,-0.44689,0.34432
6.0799,-1.38685,-0.38828,0.33455
6.09,-1.38914,-0.21245,0.23687
6.1001,-1.38952,-0.08059,0.13431
6.1102,-1.39258,-0.32967,0.14408
6.1202,-1.39677,-0.38828,0.22711
6.1303,-1.39677,-0.03663,0.15385
6.1404,-1.39792,-0.13919,0.09035
6.1505,-1.40288,-0.50549,0.22222
6.1606,-1.40822,-0.50549,0.35897
6.1707,-1.41203,-0.41758,0.34432
6.1808,-1.41546,-0.31502,0.28571
6.1908,-1.41699,-0.18315,0.21245
6.2009,-1.42157,-0.43223,0.23687
6.211,-1.42424,-0.24176,0.25153
6.2211,-1.42729,-0.34432,0.22711
6.2315,-1.43263,-0.52015,0.31502
6.2416,-1.43759,-0.47619,0.37851
6.2516,-1.44102,-0.37363,0.3199
6.2617,-1.44293,-0.21245,0.22222
6.2718,-1.44598,-0.32967,0.20757
6.2819,-1.44903,-0.30037,0.21245
6.2946,-1.45323,-0.40293,0.1685
6.3047,-1.45361,-0.40293,0.1685
6.3148,-1.45933,-0.54945,0.28083
6.3249,-1.46391,-0.49084,0.35897
6.3349,-1.46735,-0.35897,0.32479
6.345,-1.46963,-0.25641,0.23687
6.3551,-1.47345,-0.40293,0.23687
6.3652,-1.47612,-0.21245,0.22222
6.3753,-1.47841,-0.27106,0.18315
6.3854,-1.4826,-0.44689,0.24176
6.3955,-1.4868,-0.43223,0.29548
6.4055,-1.49138,-0.47619,0.32967
6.4156,-1.49443,-0.27106,0.27106
6.4259,-1.49596,-0.21245,0.20269
6.436,-1.49939,-0.28571,0.1978
6.4461,-1.50092,-0.12454,0.15873
6.4562,-1.50092,-0.05128,0.08547
6.4663,-1.50092,-0.02198,0.03663
6.4764,-1.50092,-0.02198,0.00733
6.4865,-1.50092,-0.00733,-0.00244
6.4967,-1.50092,0.00733,-0.01221
6.5068,-1.50092,-0.00733,-0.01221
6.5168,-1.50092,-0.02198,-0.01221
6.5269,-1.50092,-0.00733,-0.01221
6.537,-1.50092,0.00733,-0.01709
6.5471,-1.50053,-0.02198,-0.02198
6.5572,-1.50053,0.00733,-0.02198
6.5673,-1.50053,-0.00733,-0.01709
6.5774,-1.50053,-0.00733,-0.01709
6.5874,-1.50053,0.00733,-0.01709
6.5975,-1.50053,-0.00733,-0.01709
6.6076,-1.50015,0.00733,-0.01709
6.6177,-1.50053,-0.00733,-0.01709
6.6278,-1.50015,-0.00733,-0.01709
6.6378,-1.50015,-0.02198,-0.01709
6.6479,-1.50015,0.00733,-0.01709
6.658,-1.50015,-0.02198,-0.01709
6.6681,-1.49977,0.00733,-0.01709
6.6782,-1.50015,-0.02198,-0.01709
6.6883,-1.50015,0.00733,-0.01221
6.6983,-1.49977,-0.00733,-0.01221
6.7084,-1.49977,-0.00733,-0.01709
6.7185,-1.49977,-0.00733,-0.01221
6.7286,-1.50015,-0.02198,-0.00733
6.7386,-1.49977,0.00733,-0.00733
6.7487,-1.49977,-0.00733,-0.01221
6.7588,-1.49977,-0.00733,-0.01221
6.7689,-1.49977,0.00733,-0.00733
6.779,-1.49977,-0.00733,-0.00733
6.7891,-1.50015,0.00733,-0.00733
6.7991,-1.49977,-0.00733,-0.00733
6.8092,-1.49977,-0.02198,-0.01221
6.8193,-1.49977,-0.00733,-0.01221
6.8294,-1.49977,-0.00733,-0.01221
6.8395,-1.49977,-0.00733,-0.01221
6.8495,-1.49977,-0.00733,-0.00733
6.8596,-1.50015,-0.03663,-0.01221
6.8697,-1.49977,-0.00733,-0.00733
6.8798,-1.49977,0.00733,-0.01221
6.8899,-1.50015,-0.00733,-0.01221
6.9,-1.50015,-0.02198,-0.00733
6.91,-1.50015,-0.02198,-0.01709
6.9201,-1.49977,-0.00733,-0.01709
6.9302,-1.49977,-0.02198,-0.01709
6.9403,-1.49977,0.00733,-0.01221
6.9504,-1.49977,0.00733,-0.01221
6.9605,-1.49977,-0.00733,-0.01221
6.9705,-1.50015,-0.02198,-0.00733
6.9806,-1.49977,-0.00733,-0.00733
6.9907,-1.50015,-0.02198,-0.01221
7.0008,-1.49977,0.00733,-0.01221
7.0109,-1.49977,-0.00733,-0.01221
7.021,-1.49977,-0.00733,-0.01221
7.031,-1.49977,-0.00733,-0.00733
7.0411,-1.49977,-0.00733,-0.00733
7.0512,-1.49977,0.00733,-0.00733
7.0613,-1.50015,-0.02198,-0.00733
7.0714,-1.50015,-0.02198,-0.00733
7.0814,-1.50015,-0.02198,-0.01221
7.0915,-1.49977,-0.00733,-0.01709
7.1016,-1.49977,0.00733,-0.01709
7.1117,-1.49977,-0.00733,-0.01221
7.1218,-1.49977,-0.00733,-0.01221
7.1319,-1.49977,-0.00733,-0.00733
7.142,-1.49977,-0.00733,-0.00733
7.152,-1.49977,0.00733,-0.01221
7.1621,-1.49977,-0.00733,-0.01221
7.1722,-1.49977,0.00733,-0.00733
7.1823,-1.49977,-0.00733,-0.00733
7.1924,-1.49977,0.00733,-0.00733
7.2025,-1.49977,0.00733,-0.00733
7.2125,-1.49977,0.02198,-0.00733
7.2226,-1.49977,0.00733,-0.01221
7.2327,-1.49977,-0.00733,-0.00733
7.2428,-1.49977,-0.00733,-0.00733
7.2529,-1.49977,-0.02198,-0.00733
7.263,-1.49977,-0.00733,-0.00733
7.273,-1.50015,-0.02198,-0.00733
7.2831,-1.49977,0.00733,-0.00733
7.2932,-1.49977,-0.00733,-0.01221
7.3033,-1.50015,-0.00733,-0.01221
7.3134,-1.50015,-0.02198,-0.00733
7.3235,-1.49977,-0.00733,-0.01221
7.3335,-1.50015,-0.02198,-0.01709
7.3436,-1.49977,-0.00733,-0.01221
7.3537,-1.50015,-0.02198,-0.01221
7.3638,-1.49977,-0.00733,-0.01221
7.3739,-1.49977,-0.00733,-0.01221
7.384,-1.50015,0.00733,-0.01221
7.394,-1.49977,-0.00733,-0.01221
7.4041,-1.50015,-0.00733,-0.01709
7.4142,-1.49977,0.00733,-0.01221
7.4243,-1.50015,-0.00733,-0.01709
7.4344,-1.50015,-0.00733,-0.01221
7.4445,-1.49977,-0.00733,-0.01221
7.4546,-1.49977,0.00733,-0.01709
7.4647,-1.49977,0.02198,-0.01221
7.4747,-1.49977,-0.00733,-0.00733
7.4848,-1.49977,-0.00733,-0.00733
7.4949,-1.49977,-0.00733,-0.00733
7.505,-1.49977,-0.00733,-0.01221
7.5151,-1.49977,-0.02198,-0.00733
7.5252,-1.49977,-0.03663,-0.01221
7.5353,-1.49977,-0.00733,-0.00733
7.5454,-1.49977,-0.00733,-0.01221
7.5555,-1.50015,-0.02198,-0.00733
7.5655,-1.49977,-0.00733,-0.01221
7.5756,-1.49977,-0.00733,-0.01221
7.5857,-1.49977,-0.00733,-0.01221
7.5958,-1.49977,0.00733,-0.00733
7.6059,-1.49977,-0.00733,-0.00733
7.616,-1.49977,-0.02198,-0.00733
7.6261,-1.50015,-0.00733,-0.01221
7.6361,-1.49977,-0.00733,-0.01221
7.6462,-1.50015,-0.02198,-0.01221
7.6563,-1.49977,-0.00733,-0.01221
7.6664,-1.49977,-0.00733,-0.01709
7.6765,-1.49977,-0.02198,-0.01221
7.6866,-1.49977,0.00733,-0.00733
7.6967,-1.49977,0.00733,-0.00733
7.7068,-1.49977,0.00733,-0.00733
7.7168,-1.50015,-0.02198,-0.00733
7.7269,-1.49977,0.02198,-0.00733
7.737,-1.49977,0.00733,-0.01221
7.7471,-1.49977,-0.00733,-0.01221
7.7572,-1.49977,-0.00733,-0.01221
7.7673,-1.49977,0.00733,-0.00733
7.7773,-1.49977,0.00733,-0.00733
7.7874,-1.49977,-0.00733,-0.00733
7.7975,-1.49977,0.00733,-0.01221
7.8076,-1.49977,-0.00733,-0.01221
7.8177,-1.49977,-0.00733,-0.00733
7.8278,-1.50015,-0.02198,-0.00733
7.8379,-1.49977,0.00733,-0.01221
7.8479,-1.49977,-0.02198,-0.01221
7.858,-1.49977,-0.02198,-0.01221
7.8681,-1.49977,-0.00733,-0.00733
7.8782,-1.49977,-0.00733,-0.00733
7.8883,-1.49977,-0.00733,-0.00733
7.8984,-1.49977,-0.02198,-0.00733
7.9084,-1.49977,-0.02198,-0.01221
7.9185,-1.49977,-0.02198,-0.00733
7.9286,-1.49977,0.00733,-0.00733
7.9387,-1.50015,-0.00733,-0.01221
7.9487,-1.49977,-0.00733,-0.00733
7.9588,-1.49977,0.00733,-0.01221
7.9689,-1.49977,-0.00733,-0.01221
7.979,-1.49977,-0.02198,-0.01221
7.9891,-1.50015,0.00733,-0.00733
7.9992,-1.50015,-0.02198,-0.00733
8.0093,-1.50015,-0.00733,-0.01221
8.0193,-1.49977,-0.00733,-0.01709
8.0294,-1.49977,-0.00733,-0.01709
8.0395,-1.49977,-0.00733,-0.01221
8.0496,-1.50015,-0.02198,-0.00733
8.0597,-1.50015,-0.00733,-0.00733
8.0697,-1.49977,-0.00733,-0.01221
8.0798,-1.49977,-0.00733,-0.01709
8.0899,-1.49977,-0.00733,-0.01221
8.1,-1.49977,-0.00733,-0.01221
8.1101,-1.49977,-0.00733,-0.00733
8.1202,-1.49977,0.00733,-0.00733
8.1302,-1.49977,0.00733,-0.01221
8.1403,-1.49977,0.00733,-0.00733
8.1504,-1.49977,-0.02198,-0.01221
8.1605,-1.49977,-0.02198,-0.00733
8.1706,-1.49977,0.00733,-0.00733
8.1807,-1.50015,-0.03663,-0.01221
8.1907,-1.50015,-0.02198,-0.00733
8.2008,-1.50015,-0.00733,-0.01221
8.2109,-1.49977,-0.00733,-0.01709
8.221,-1.49977,-0.00733,-0.01709
8.2311,-1.49977,-0.00733,-0.00733
8.2412,-1.49977,-0.00733,-0.00733
8.2513,-1.49977,-0.00733,-0.00733
8.2613,-1.50015,-0.02198,-0.01221
8.2714,-1.49977,0.00733,-0.00733
8.2815,-1.49977,-0.00733,-0.01221
8.2916,-1.50015,-0.00733,-0.01221
8.3017,-1.49977,-0.00733,-0.01221
8.3118,-1.49977,-0.02198,-0.01221
8.3219,-1.49977,-0.00733,-0.01221
8.3319,-1.49977,-0.00733,-0.01221
8.342,-1.49977,-0.00733,-0.00733
8.3521,-1.49977,0.00733,-0.00733
8.3622,-1.49977,-0.00733,-0.00733
8.3723,-1.49977,-0.00733,-0.01221
8.3823,-1.50015,-0.02198,-0.00733
8.3924,-1.50015,-0.03663,-0.00733
8.4025,-1.50015,-0.00733,-0.01221
8.4126,-1.50015,-0.00733,-0.01221
8.4227,-1.49977,-0.00733,-0.01221
8.4328,-1.50015,-0.02198,-0.01221
8.4429,-1.50015,-0.00733,-0.00733
8.453,-1.50015,0.00733,-0.00733
8.463,-1.50015,-0.00733,-0.01221
8.4731,-1.50015,-0.00733,-0.01221
8.4832,-1.50015,-0.00733,-0.01221
8.4933,-1.50015,-0.00733,-0.01221
8.5034,-1.50015,-0.02198,-0.01221
8.5134,-1.50015,0.00733,-0.01221
8.5235,-1.50015,-0.00733,-0.00733
8.5336,-1.50015,-0.02198,-0.00733
8.5437,-1.50053,-0.03663,-0.00733
8.5538,-1.50053,-0.00733,-0.00733
8.5638,-1.50015,-0.00733,-0.01221
8.5739,-1.50053,-0.00733,-0.01221
8.584,-1.50053,-0.00733,-0.00733
8.5941,-1.50053,-0.03663,-0.00733
8.6041,-1.50053,-0.02198,-0.00733
8.6142,-1.50053,-0.00733,-0.00733
8.6243,-1.50092,-0.02198,-0.00733
8.6344,-1.50092,-0.02198,-0.00733
8.6444,-1.50092,-0.00733,-0.00733
8.6545,-1.50092,-0.00733,-0.01221
8.6646,-1.50092,-0.00733,-0.01221
8.6747,-1.50092,0.00733,-0.01221
8.6848,-1.50092,-0.02198,-0.01221
8.6948,-1.50092,-0.00733,-0.00733
8.7049,-1.5013,-0.00733,-0.00733
8.715,-1.5013,0.00733,-0.00244
8.7251,-1.5013,-0.03663,-0.00244
8.7351,-1.50168,-0.03663,0.00244
8.7452,-1.50206,-0.05128,0.01221
8.7553,-1.50397,-0.1685,0.0464
8.7654,-1.5074,-0.34432,0.16361
8.7755,-1.51083,-0.35897,0.24664
8.7856,-1.51427,-0.34432,0.27106
8.7956,-1.51884,-0.43223,0.30037
8.8057,-1.52037,-0.15385,0.22711
8.8158,-1.5219,-0.21245,0.15385
8.8259,-1.52609,-0.34432,0.1978
8.8359,-1.52686,-0.09524,0.1685
8.846,-1.52762,-0.08059,0.09035
8.8561,-1.52991,-0.27106,0.10989
8.8662,-1.53487,-0.49084,0.24664
8.8763,-1.53906,-0.41758,0.31502
8.8863,-1.54326,-0.46154,0.33455
8.8964,-1.54631,-0.27106,0.27106
8.9065,-1.54707,-0.10989,0.17338
8.9166,-1.55089,-0.37363,0.18803
8.9267,-1.55394,-0.30037,0.22222
8.9368,-1.55432,-0.05128,0.14408
8.9469,-1.56233,-0.5348,0.26618
8.957,-1.56271,-0.50549,0.28083
8.9671,-1.56691,-0.46154,0.28571
8.9772,-1.57149,-0.44689,0.3199
8.9872,-1.57187,-0.06593,0.1978
8.9973,-1.57301,-0.13919,0.10501
9.0074,-1.57721,-0.43223,0.17827
9.0175,-1.57988,-0.1978,0.21734
9.0275,-1.57988,-0.05128,0.12454
9.0376,-1.58141,-0.18315,0.09524
9.0477,-1.58637,-0.47619,0.22222
9.0578,-1.59056,-0.38828,0.30525
9.0679,-1.59361,-0.34432,0.28571
9.0779,-1.59781,-0.38828,0.28571
9.088,-1.59972,-0.1978,0.22711
9.0981,-1.60239,-0.30037,0.20269
9.1082,-1.60582,-0.37363,0.22711
9.1182,-1.60697,-0.08059,0.16361
9.1283,-1.60773,-0.09524,0.10012
9.1384,-1.61192,-0.43223,0.18315
9.1485,-1.61612,-0.40293,0.2906
9.1586,-1.61841,-0.1978,0.24176
9.1687,-1.62184,-0.40293,0.23199
9.1787,-1.6249,-0.27106,0.23199
9.1888,-1.6249,-0.05128,0.12943
9.1989,-1.62642,-0.18315,0.08547
9.209,-1.63062,-0.35897,0.17338
9.2191,-1.63214,-0.13919,0.18315
9.2291,-1.63214,-0.05128,0.09524
9.2392,-1.63291,-0.06593,0.05128
9.2493,-1.63405,-0.12454,0.05617
9.2594,-1.63634,-0.1978,0.09524
9.2695,-1.63634,-0.02198,0.08547
9.2796,-1.63672,-0.00733,0.04151
9.2897,-1.63672,-0.00733,0.01221
9.2997,-1.63634,0.00733,-0.00733
9.3098,-1.63634,-0.00733,-0.01709
9.3199,-1.63634,0.00733,-0.01709
9.33,-1.63634,0.03663,-0.01709
9.34,-1.63596,0.00733,-0.02198
9.3501,-1.63596,0.00733,-0.02686
9.3602,-1.63596,0.00733,-0.02686
9.3703,-1.63558,-0.00733,-0.02198
9.3804,-1.63558,0.00733,-0.02686
9.3905,-1.63558,0.00733,-0.02198
9.4005,-1.63519,0.00733,-0.02198
9.4106,-1.63519,-0.00733,-0.02198
9.4207,-1.63519,-0.00733,-0.01221
9.4308,-1.63519,-0.00733,-0.01221
9.4409,-1.63519,-0.00733,-0.01221
9.451,-1.63519,-0.00733,-0.01221
9.4611,-1.63519,0.00733,-0.01221
9.4712,-1.63519,-0.00733,-0.01221
9.4812,-1.63519,-0.00733,-0.01221
9.4913,-1.63519,-0.00733,-0.01221
9.5014,-1.63519,0.00733,-0.01221
9.5115,-1.63519,-0.00733,-0.01221
9.5216,-1.63519,-0.00733,-0.01221
9.5317,-1.63519,-0.02198,-0.01221
9.5418,-1.63519,0.00733,-0.01221
9.5519,-1.63519,-0.00733,-0.01221
9.5619,-1.63519,0.00733,-0.01221
9.572,-1.63519,-0.00733,-0.01221
9.5821,-1.63519,-0.00733,-0.01221
9.5922,-1.63519,0.00733,-0.00733
9.6023,-1.63519,-0.00733,-0.01221
9.6124,-1.63519,-0.02198,-0.01221
9.6225,-1.63519,-0.02198,-0.01221
9.6325,-1.63519,-0.00733,-0.01221
9.6426,-1.63519,-0.00733,-0.00733
9.6527,-1.63519,-0.00733,-0.01221
9.6628,-1.63519,0.00733,-0.01221
9.6729,-1.63519,-0.00733,-0.01221
9.683,-1.63519,-0.00733,-0.01221
9.6931,-1.63519,-0.00733,-0.01221
9.7031,-1.63519,0.00733,-0.01221
9.7132,-1.63519,0.00733,-0.01221
9.7233,-1.63519,-0.00733,-0.01221
9.7334,-1.63519,0.02198,-0.01221
9.7435,-1.63519,-0.00733,-0.01221
9.7536,-1.63519,-0.02198,-0.01221
9.7637,-1.63519,-0.00733,-0.01221
9.7737,-1.63519,-0.02198,-0.01221
9.7838,-1.63519,0.00733,-0.01221
9.7939,-1.63519,-0.00733,-0.01221
9.804,-1.63519,0.00733,-0.01221
9.8141,-1.63519,-0.00733,-0.01221
9.8242,-1.63519,-0.00733,-0.01221
9.8343,-1.63519,-0.00733,-0.01221
9.8444,-1.63519,-0.00733,-0.01221
9.8545,-1.63519,-0.00733,-0.01221
9.8645,-1.63519,0.02198,-0.00733
9.8746,-1.63519,-0.02198,-0.01221
9.8847,-1.63519,0.00733,-0.01221
9.8948,-1.63519,-0.00733,-0.01221
9.9049,-1.63519,-0.02198,-0.01221
9.915,-1.63519,-0.02198,-0.01221
9.925,-1.63519,0.00733,-0.01221
9.9351,-1.63519,-0.00733,-0.01221
9.9452,-1.63519,-0.00733,-0.00733
9.9553,-1.63519,-0.00733,-0.01221
9.9653,-1.63519,0.02198,-0.01221
9.9754,-1.63519,-0.00733,-0.01221
9.9855,-1.63519,0.00733,-0.01221
9.9956,-1.63519,0.00733,-0.01221
10.0057,-1.63519,0.00733,-0.01221
10.0158,-1.63519,0.00733,-0.01221
10.0258,-1.63519,-0.00733,-0.01221
10.0359,-1.63519,-0.02198,-0.01221
10.046,-1.63519,0.00733,-0.01221
10.0561,-1.63519,0.02198,-0.00733
10.0662,-1.63519,-0.00733,-0.01221
10.0763,-1.63519,-0.00733,-0.01221
10.0863,-1.63519,-0.02198,-0.01221
10.0964,-1.63519,-0.00733,-0.00733
10.1065,-1.63519,-0.00733,-0.01221
10.1166,-1.63519,-0.00733,-0.01221
10.1267,-1.63519,0.00733,-0.01221
10.1368,-1.63519,0.00733,-0.01221
10.1469,-1.63519,-0.03663,-0.01221
10.1569,-1.63519,-0.02198,-0.01221
10.167,-1.63519,-0.00733,-0.01221
10.1771,-1.63519,0.00733,-0.01221
10.1872,-1.63519,-0.00733,-0.01221
10.1973,-1.63519,-0.00733,-0.01221
10.2073,-1.63519,-0.02198,-0.01221
10.2174,-1.63519,-0.02198,-0.01221
10.2275,-1.63519,0.00733,-0.01221
10.2376,-1.63519,-0.00733,-0.01221
10.2477,-1.63519,0.00733,-0.01221
10.2577,-1.63519,-0.00733,-0.01221
10.2678,-1.63519,-0.00733,-0.01221
10.2779,-1.63519,0.00733,-0.01221
10.288,-1.63519,-0.00733,-0.01221
10.2981,-1.63519,-0.00733,-0.01221
10.3081,-1.63519,-0.02198,-0.01221
10.3182,-1.63519,-0.00733,-0.01709
10.3283,-1.63519,0.00733,-0.01221
10.3384,-1.63519,-0.00733,-0.01709
10.3484,-1.63519,-0.00733,-0.01221
10.3585,-1.63519,-0.00733,-0.01709
10.3686,-1.63481,0.00733,-0.01709
10.3787,-1.63519,-0.00733,-0.01709
10.3888,-1.63519,0.00733,-0.00733
10.3988,-1.63519,-0.00733,-0.01221
10.4089,-1.63519,-0.02198,-0.01709
10.419,-1.63519,0.00733,-0.01221
10.4291,-1.63519,-0.02198,-0.01221
10.4392,-1.63519,-0.00733,-0.01221
10.4492,-1.63519,-0.00733,-0.01221
10.4593,-1.63519,0.00733,-0.01221
10.4694,-1.63519,-0.00733,-0.01221
10.4795,-1.63519,-0.00733,-0.01221
10.4896,-1.63519,-0.00733,-0.01221
10.4997,-1.63519,-0.00733,-0.01221
10.5098,-1.63519,-0.00733,-0.01709
10.5199,-1.63519,-0.02198,-0.01709
10.5299,-1.63519,-0.00733,-0.01709
10.54,-1.63519,0.00733,-0.01709
10.5501,-1.63481,-0.00733,-0.01709
10.5602,-1.63481,0.00733,-0.02198
10.5703,-1.63481,0.00733,-0.02198
10.5804,-1.63443,0.00733,-0.02686
10.5904,-1.63405,0.00733,-0.02686
10.6005,-1.63367,0.06593,-0.03663
10.6106,-1.63214,0.18315,-0.06593
10.6207,-1.63062,0.08059,-0.10501
10.6308,-1.63062,0.02198,-0.08059
10.6423,-1.63062,-0.00733,-0.05128
10.6524,-1.63024,0.03663,-0.03175
10.6625,-1.62909,0.10989,-0.05128
10.6726,-1.6268,0.21245,-0.10989
10.6827,-1.62718,-0.02198,-0.09524
10.6929,-1.62642,0.05128,-0.06593
10.703,-1.62528,0.10989,-0.06593
10.7131,-1.62261,0.25641,-0.13431
10.7232,-1.62261,-0.00733,-0.11477
10.7333,-1.62184,0.05128,-0.08059
10.7434,-1.61955,0.21245,-0.10501
10.7535,-1.61994,-0.02198,-0.08547
10.7636,-1.61994,0.00733,-0.05128
10.7737,-1.61955,-0.00733,-0.03175
10.7838,-1.61955,0.00733,-0.02198
10.7939,-1.61955,-0.00733,-0.01709
10.804,-1.61955,0.00733,-0.01709
